name,country_code,latitude,longitude,population
Xincheng,CN,33.63333,115.18333,65411
Damiao,CN,34.26411,117.36379,77179
Daliang,CN,22.84067,113.2503,210411
Dali,CN,25.58474,100.21229,235305
Chuzhou,CN,32.32194,118.29778,782671
Chuxiong,CN,25.03639,101.54556,555081
Yangchun,CN,22.16667,111.78333,153547
Chonglong,CN,29.78062,104.85224,58441
Chizhou,CN,30.66134,117.47783,615274
Chenzhou,CN,25.8,113.03333,822534
Chengyang,CN,35.57944,118.83278,66588
Chengxian Chengguanzhen,CN,33.74775,105.73294,69427
Chenggu,CN,33.14917,107.32583,116375
Chenghua,CN,23.46132,116.77007,152453
Chaohu,CN,31.6,117.86667,138463
Changzhi,CN,35.20889,111.73861,699514
Changyuan,CN,29.40499,105.58827,186653
Changyi,CN,36.85361,119.39083,302072
Changqing,CN,36.5575,116.72722,82598
Changning,CN,28.57773,104.92087,81248
Changli,CN,39.70647,119.1603,64476
Changleng,CN,28.7,115.81667,56429
Changle,CN,36.70583,118.8275,259161
Changle,CN,21.83333,109.41667,62763
Changcheng,CN,36.09056,119.45167,63208
Chaigou,CN,36.24889,119.62417,79043
Caoqiao,CN,34.3405,118.11038,65243
Caohe,CN,30.2297,115.43346,67370
Weining,CN,26.85,104.23333,56744
Cangzhou,CN,38.31124,116.85334,527681
Caidian,CN,30.58333,114.03333,71891
Buhe,CN,30.28757,112.22979,106347
Botou,CN,38.07366,116.56667,63045
Boshan,CN,36.48333,117.83333,153596
Baise,CN,23.89013,106.62684,686078
Bishan,CN,29.59491,106.22476,204702
Binzhou,CN,37.36667,118.01667,682717
Bianzhuang,CN,34.84861,118.04472,65381
Bengbu,CN,32.94083,117.36083,972784
Beisu,CN,38.15479,114.80689,52752
Beimeng,CN,36.60444,119.49556,66277
Beihai,CN,21.48349,109.11549,525329
Beidao,CN,34.56861,105.89333,74767
Beibei,CN,29.82739,106.43645,247702
Bayiji,CN,34.26667,117.68333,65830
Bayan Hot,CN,38.83861,105.66861,94445
Basuo,CN,19.10267,108.66565,444458
Bashan,CN,27.76823,116.05017,103748
Baoying,CN,33.22917,119.30917,80292
Shaoyang,CN,27.23818,111.46214,753194
Langzhong,CN,31.55037,105.99381,60542
Baiyin,CN,36.54696,104.17023,294400
Baixi,CN,28.6997,104.54917,88251
Baisha,CN,29.06226,106.1189,115761
Baisha,CN,21.71667,109.68333,89759
Baimajing,CN,19.71195,109.21801,59585
Baihecun,CN,22.11321,107.23592,63629
Shangyu,CN,30.01556,120.87111,770000
Bachuan,CN,29.84863,106.05046,208520
Babu,CN,24.41667,111.51667,65603
Aoxi,CN,27.42589,115.83643,82717
Shenliu,CN,29.41369,112.16435,57769
Anshun,CN,26.25,105.93333,765313
Anqiu,CN,36.43417,119.1925,364208
Anqing,CN,30.51365,117.04723,804493
Mabai,CN,23.01279,104.45081,63569
Anlu,CN,31.2575,113.67833,71198
Anlong,CN,25.1,105.51667,86416
Anliu,CN,23.69824,115.67953,115560
Anjiang,CN,27.31944,110.10306,55421
Naxi,CN,28.77422,105.36488,50020
Anbu,CN,23.44895,116.68092,162964
Ahu,CN,34.37664,118.60308,55298
Jiangyou,CN,31.76667,104.71667,127225
Zhoushan,CN,29.98869,122.20488,882932
Dacheng,CN,19.50927,109.39275,84620
Guanshan,CN,33.79833,117.86639,51086
Mudu,CN,31.25597,120.51857,61902
Songling,CN,31.1933,120.71758,77566
Xinxing,CN,34.77597,105.32216,97483
Shima,CN,28.98773,105.92441,69881
Banan,CN,29.37861,106.54,508703
Dianbu,CN,36.70167,120.35111,52613
Yunshan,CN,36.82417,120.22611,52249
Nantou,CN,22.72171,113.29261,130370
Sandu,CN,19.7894,109.215,76757
Wuzhishan,CN,18.78229,109.5013,112269
Lianghu,CN,29.99152,120.89845,155000
Zhoucheng,CN,35.91222,116.31167,72070
Dalianwan,CN,39.02861,121.695,55841
Wuyishan,CN,27.75995,118.03066,137133
Yueyang,CN,29.37455,113.09481,991465
Santangpu,CN,27.40556,111.98694,58000
Hedong,CN,23.9196,115.7801,101825
Zhenlai,CN,45.84963,123.19791,67760
Shuangliao,CN,43.51067,123.50069,93666
Zhaozhou,CN,45.70595,125.26606,114009
Zhaoyuan,CN,45.51971,125.07633,93505
Zhaodong,CN,46.05223,125.9552,154406
Zhangjiakou,CN,40.78341,114.87139,692602
Zhalantun,CN,48.00945,122.73651,132224
Yushu,CN,44.82751,126.54063,124736
Youhao,CN,47.85306,128.83565,78402
Yingkou,CN,40.66472,122.23176,591159
Yilan,CN,46.3223,129.56081,71180
Yichun,CN,47.72143,128.87529,155762
Yebaishou,CN,41.3975,119.64083,65536
Yantongshan,CN,43.29194,126.00944,57515
Yanji,CN,42.88825,129.50241,326957
Yakeshi,CN,49.28333,120.73333,116284
Xuanhua,CN,40.61205,115.06463,373422
Xiuyan,CN,40.29278,123.27444,71614
Xinqing,CN,48.28701,129.52337,55415
Xinmin,CN,41.99083,122.82528,74139
Xinglongshan,CN,43.95611,125.46611,58432
Xingcheng,CN,40.61667,120.71667,98968
Xilin Hot,CN,43.96667,116.03333,120965
Xifeng,CN,42.73722,124.72222,61087
Xiaoshi,CN,41.29711,124.12092,68994
Wuchang,CN,44.92754,127.16039,94786
Wangqing,CN,43.32179,129.76342,88732
Hepingjie,CN,42.05972,126.91583,65298
Wangkui,CN,46.83214,126.47657,99617
Ulanhot,CN,46.08333,122.08333,165846
Tumen,CN,42.96562,129.84199,78719
Tongliao,CN,43.6125,122.26528,261110
Tonghua,CN,41.71972,125.92639,510000
Tieling,CN,42.29306,123.84139,333907
Tieli,CN,46.97544,128.04804,107621
Taonan,CN,45.33319,122.78464,112819
Tailai,CN,46.39004,123.40849,66623
Dorbod,CN,46.86135,124.442,55316
Tahe,CN,52.32148,124.69761,60874
Sujiatun,CN,41.65917,123.33917,148113
Suiling,CN,47.23489,127.10769,57124
Suihua,CN,46.64814,126.96656,252245
Suifenhe,CN,44.39982,131.14775,98561
Songjianghe,CN,42.1859,127.47895,67672
Siping,CN,43.16143,124.37785,555609
Shunyi,CN,40.12175,116.64783,117623
Shulan,CN,44.41134,126.94827,77420
Shuangyashan,CN,46.67686,131.13273,600000
Shuangyang,CN,43.52259,125.65948,62137
Shuangcheng,CN,45.3798,126.30711,130710
Shiguai,CN,40.70583,110.28556,70357
Shanhecun,CN,45.71131,128.58029,57550
Shanhaiguan,CN,40.00119,119.75395,140000
Shangzhi,CN,45.20562,128.00242,131006
Sanchazi,CN,42.08167,126.60028,66576
Salaqi,CN,40.54139,110.51083,104090
Fendou,CN,46.64142,124.86283,226298
Qitaihe,CN,45.768,130.9953,345033
Qiqihar,CN,47.33922,123.96154,882364
Qinggang,CN,46.69833,126.0921,64182
Songyuan,CN,45.12902,124.82769,113611
Pingzhuang,CN,42.03722,119.28889,67273
Panshi,CN,42.93719,126.05743,80200
Panshan,CN,41.18806,122.04944,625040
Nianzishan,CN,47.51344,122.88788,62131
Nenjiang,CN,49.17405,125.21967,87236
Nehe,CN,48.4793,124.87016,108253
Nantai,CN,40.9241,122.80437,56478
Nanpiao,CN,41.09822,120.74792,157044
Lianhe,CN,47.13333,129.27426,121367
Mujiayingzi,CN,42.11667,118.78333,60627
Mudanjiang,CN,44.54804,129.62594,665915
Mishan,CN,45.55,131.88333,87257
Antu,CN,43.10247,128.90848,58872
Mingshui,CN,47.17944,125.90284,59369
Meihekou,CN,42.52869,125.67876,99419
Manzhouli,CN,49.6,117.43333,54808
Longjing,CN,42.77131,129.42307,117185
Longjiang,CN,47.33601,123.196,106384
Longfeng,CN,46.53168,125.1038,152074
Liuhe,CN,42.28473,125.74544,66975
Lishu,CN,43.30727,124.33371,61584
Linkou,CN,45.2762,130.27332,77754
Linjiang,CN,41.80694,126.90778,69149
Lingyuan,CN,41.24,119.40111,91418
Lingdong,CN,46.55428,131.14493,83636
Liaozhong,CN,41.50611,122.72417,54691
Longshan,CN,42.88545,125.1367,465249
Liaoyang,CN,41.27194,123.17306,687890
Lanxi,CN,46.25773,126.28065,72528
Langxiang,CN,46.94985,128.86849,57318
Langtoucun,CN,40.04068,124.33525,59046
Kuandian,CN,40.72861,124.78472,70867
Kaiyuan,CN,42.53306,124.04028,112462
Kaitong,CN,44.80913,123.08108,62537
Jixi,CN,45.29322,130.96217,403759
Jiutai,CN,44.1525,125.83278,175115
Jiupu,CN,41.06667,122.95,123843
Jishu,CN,44.31667,126.8,103988
Jinzhou,CN,41.10778,121.14167,604269
Lianshan,CN,40.76432,120.85327,313247
Jining,CN,41.0275,113.10583,258757
Jidong,CN,45.256,131.11637,58520
Jiaohe,CN,43.72133,127.33473,123018
Jiamusi,CN,46.79711,130.31118,549549
Jalai Nur,CN,49.45,117.7,107828
Jiagedaqi,CN,50.41667,124.11667,135760
Hushitai,CN,41.94175,123.50266,61979
Hunchun,CN,42.8675,130.35806,77028
Hulan Ergi,CN,47.20417,123.63333,265344
Hulan,CN,45.89326,126.57836,109104
Huinan,CN,42.6225,126.26139,66315
Huanren,CN,41.26472,125.36667,66147
Huangnihe,CN,43.55833,128.02389,54959
Huanan,CN,46.23624,130.54642,66087
Huadian,CN,42.96333,126.74778,139047
Honggang,CN,46.3974,124.88447,147977
Hengshan,CN,45.20837,130.89808,164844
Helong,CN,42.53974,128.99722,85756
Heishan,CN,41.68917,122.11278,68603
Heihe,CN,50.24413,127.49016,223832
Hegang,CN,47.34727,130.29033,743307
Hailun,CN,47.44663,126.92475,109881
Hailin,CN,44.57149,129.38539,144443
Hailar,CN,49.2,119.7,211066
Haicheng,CN,40.85158,122.74754,191651
Gongzhuling,CN,43.50075,124.81979,140909
Gongchangling,CN,41.11667,123.45,70761
Genhe,CN,50.78333,121.51667,73631
Gannan,CN,47.92038,123.50046,59239
Fuyu,CN,47.79494,124.45773,75147
Fuyu,CN,45.18333,124.81667,138704
Fuxin,CN,42.01556,121.65889,689050
Jixian,CN,46.72594,131.13308,59160
Fujin,CN,47.24723,132.02957,89442
Beichengqu,CN,40.43944,113.15361,72444
Fengcheng,CN,40.45361,124.07167,120514
Erdaojiang,CN,41.77639,126.03194,60831
Dunhua,CN,43.36954,128.22861,148844
Dongning,CN,44.08436,131.11841,61440
Dongling,CN,41.81444,123.57583,171454
Dongfeng,CN,42.67387,125.52885,67820
Didao,CN,45.34725,130.83693,109561
Dehui,CN,44.53333,125.7,108818
Dashitou,CN,43.30667,128.51139,65683
Dashiqiao,CN,40.63732,122.50251,80223
Dandong,CN,40.12917,124.39472,631973
Linghai,CN,41.16528,121.36667,56176
Dalai,CN,45.5,124.3,93297
Chifeng,CN,42.26833,118.96361,346654
Chengzihe,CN,45.33611,131.00489,98188
Chengde,CN,40.9519,117.95883,449325
Chaoyang,CN,42.66223,126.0263,75347
Chaoyang,CN,41.57028,120.45861,410005
Changtu,CN,42.77884,124.09545,71284
Changping,CN,40.21612,116.23471,93174
Changling,CN,44.27295,123.97559,55841
Chaihe,CN,44.7598,129.67826,67963
Boli,CN,45.7529,130.58452,95260
Bin Xian,CN,45.74274,127.46053,62017
Benxi,CN,41.28861,123.765,987717
Beipiao,CN,41.79194,120.77917,154999
Bei’an,CN,48.26667,126.6,436444
Bayan,CN,46.07622,127.39369,55186
Baoshan,CN,46.57472,131.39318,123791
Baoqing,CN,46.32452,132.1897,62991
Muling,CN,44.91647,130.51707,66170
Baishishan,CN,43.58333,127.56667,56992
Baiquan,CN,47.60659,126.08231,70472
Baicheng,CN,45.61751,122.83302,316970
Baishan,CN,41.93853,126.41965,183880
Anda,CN,46.44867,125.30161,181271
Oroqen Zizhiqi,CN,50.56667,123.71667,61582
Acheng,CN,45.54558,126.95191,144665
Songlingcun,CN,40.29394,118.27143,52277
E’zhou,CN,30.39607,114.88655,668727
Jinniu,CN,25.80062,100.57435,96883
Shuifu,CN,28.63215,104.40783,102143
Shilin,CN,24.81878,103.33237,55000
Panzhihua,CN,26.58509,101.71276,787177
Maozhou,CN,22.76361,113.81288,74910
Gongheyong,CN,22.75923,113.79452,204881
Tantou,CN,22.75121,113.83496,320304
Taifu,CN,28.98198,105.63702,58663
Tongchuan,CN,34.8988,108.95056,417740
Shixing,CN,24.94824,114.06572,72996
Jiashan,CN,30.84918,120.92583,137112
Fenghuang,CN,27.93557,109.59961,370000
Dengbu,CN,28.2084,116.81717,63814
Zhu Cheng City,CN,35.99502,119.40259,1000000
Changzheng,CN,31.23913,121.36779,229925
Shangri-La,CN,27.82511,99.70779,186400
Maqin County,CN,34.47442,100.24496,59900
Ulanhot,CN,46.08626,122.07708,321654
Xilinhot,CN,43.93889,116.07021,349953
Lhoka,CN,29.24301,91.77239,353700
Ulanqab,CN,40.993,113.133,550231
Chengxiang,CN,31.39798,109.57063,89080
Baidi,CN,31.05761,109.59088,56216
Zhoujiaba,CN,30.84349,108.36642,88494
Taibai,CN,30.82482,108.35783,108387
Zhonggulou,CN,30.82491,108.38413,85873
Pailou,CN,30.79641,108.3858,104351
Bai’anba,CN,30.76283,108.43717,91947
Sanhe,CN,29.86864,107.73027,140954
Qingxichang,CN,28.40417,108.90442,53552
Qianjiang,CN,29.53284,108.77478,143727
Lizhi,CN,29.70317,107.39521,156753
Fengcheng,CN,29.82587,107.06019,175576
Shuangfengqiao,CN,29.71859,106.62712,67717
Huixing,CN,29.68403,106.61486,186972
Qiantang,CN,30.18424,106.3165,65894
Dashi,CN,30.09372,106.22227,61426
Yangcheng,CN,29.99968,106.25604,186242
Nanjin,CN,29.98497,106.26529,143766
Tangxiang,CN,29.70226,105.72363,66325
Shenglilu,CN,29.35048,105.8775,134218
Nandajie,CN,29.33773,105.89237,88948
Qinggang,CN,29.4677,106.23618,78582
Wenshan City,CN,23.36306,104.25047,450000
Tuanbao,CN,30.33675,109.13465,59580
Bole,CN,44.89334,82.06993,235585
Huanggang,CN,30.45143,114.87035,366769
Nanchuan,CN,29.15201,107.10335,204775
Datong,CN,28.59648,106.66749,51025
Xingning,CN,24.1483,115.72272,274499
Bageqi,CN,37.14071,79.83509,57153
Rizhao,CN,35.41414,119.52908,661943
Shanwang,CN,36.5454,118.711,63195
Puyang,CN,35.75641,115.04363,655674
Jianshui,CN,24.2774,101.224,490000
Liuzhi,CN,26.2342,105.426,138826
Rugao,CN,32.37035,120.57649,257400
Qipan,CN,34.24469,118.22113,66419
Huocheng,CN,44.05305,80.87173,360000
Longnan,CN,33.39791,104.91703,85826
Tumxuk,CN,39.86984,79.06118,135727
Wulong,CN,29.32431,107.76056,78225
Chongzuo,CN,22.38161,107.3683,384905
Kageleke,CN,37.30096,79.60128,75730
Fangchenggang,CN,21.76945,108.35661,276315
Dali Old Town,CN,25.68863,100.15894,82566
Yunlong,CN,34.25281,117.25167,345393
Dapeng,CN,34.28436,117.07522,52219
Daxu,CN,34.28239,117.55266,66563
Liguo,CN,34.55287,117.33296,54960
Dashahe,CN,34.53847,116.62453,51916
Wanggou,CN,34.67147,116.49213,67140
Jing'an,CN,34.49621,116.92249,57825
Yingqiu,CN,36.52663,118.99285,92564
Yishan,CN,36.22107,118.69663,78408
Huiqu,CN,36.27136,119.04903,59323
Buzhuang,CN,36.91218,119.5566,53474
Baicheng,CN,36.32743,119.77875,77235
Jinggou,CN,36.28176,119.55185,62917
Kanjia,CN,36.37227,119.58208,75669
Huanglou,CN,36.64709,118.60554,80055
Yidu,CN,36.77121,118.42454,105070
Dongxia,CN,36.74918,118.58268,84083
Heguan,CN,36.88998,118.57379,73470
Shaozhuang,CN,36.74701,118.31655,66728
Tanfang,CN,36.69977,118.67087,91460
Gucheng,CN,36.95347,118.76246,60149
Hualong,CN,36.94589,118.58864,52660
Jitai,CN,36.75724,118.73866,52144
Taitou,CN,37.02733,118.63392,60354
Yingli,CN,37.065,118.81029,57091
Lingwu,CN,38.10191,106.34017,52863
Shizuishan,CN,38.98082,106.3892,739400
Hechi,CN,24.69285,108.08376,330131
Mangshi,CN,24.43532,98.58375,464300
Fengping,CN,24.39735,98.5177,69586
Miaojie,CN,25.31232,100.27983,62540
Yongjian,CN,25.42543,100.21244,53970
Yousuo,CN,26.02527,100.06771,53233
Sanchuan,CN,26.75041,100.65894,56345
Zhuyi,CN,31.02543,109.38562,55627
Yintai,CN,35.11524,109.09702,217509
Zhawa,CN,37.21421,79.62897,52165
Dazeshan,CN,36.98874,119.92224,60034
Dianzi,CN,36.9011,119.86572,51267
Yanghe,CN,36.13806,119.91353,50371
Shuanglonghu,CN,29.71617,106.60684,128563
Liangping,CN,30.66108,107.7661,137620
Longling County,CN,24.58663,98.68934,270000
"Mianzhu, Deyang, Sichuan",CN,31.33786,104.22057,510000
Pingwu County,CN,32.40732,104.52738,180000
Hulunbuir,CN,49.21141,119.75582,349400
Shajing Town,CN,22.73846,113.80755,67093
Shenzhen City Centre,CN,22.53589,114.0771,70826
Bao'an Centre,CN,22.57953,113.9163,120170
Mengzi,CN,23.36779,103.38212,595100
Lushui,CN,25.8232,98.85853,197000
Zipaquirá,CO,5.02208,-74.00481,130432
Yumbo,CO,3.58234,-76.49146,71436
Yopal,CO,5.33573,-72.3939,168433
Villavicencio,CO,4.13238,-73.62564,321717
Villa del Rosario,CO,7.83389,-72.47417,64951
Valledupar,CO,10.46538,-73.2531,490075
Turbo,CO,8.09263,-76.72822,50508
Turbaco,CO,10.32944,-75.41137,56171
Tunja,CO,5.54481,-73.35756,172548
Tumaco,CO,1.79112,-78.79275,86713
Tuluá,CO,4.08466,-76.19536,221684
Soledad,CO,10.91843,-74.76459,342556
Sogamoso,CO,5.71434,-72.93391,111336
Soacha,CO,4.57937,-74.21682,313945
Sincelejo,CO,9.3045,-75.3905,277773
Santa Rosa de Cabal,CO,4.86806,-75.62139,57928
Santander de Quilichao,CO,3.00945,-76.48494,99354
Santa Marta,CO,11.23855,-74.19427,499192
San Marcos,CO,8.65972,-75.12809,60735
San Andrés,CO,12.57858,-81.69973,58257
Sahagún,CO,8.94617,-75.44275,59188
Sabaneta,CO,6.15153,-75.61657,82375
Sabanalarga,CO,10.63072,-74.92214,102334
Rionegro,CO,6.15515,-75.37371,128153
Riohacha,CO,11.54444,-72.90722,188014
Quibdó,CO,5.69188,-76.65835,129237
Puerto Berrío,CO,6.49156,-74.40326,51079
Popayán,CO,2.43823,-76.61316,318059
Planeta Rica,CO,8.4115,-75.58508,69708
Pitalito,CO,1.85371,-76.05071,135711
Piedecuesta,CO,6.98789,-73.04953,163362
Pereira,CO,4.81428,-75.69488,467269
Pasto,CO,1.21456,-77.27846,392930
Pamplona,CO,7.37565,-72.64795,53587
Palmira,CO,3.53944,-76.30361,312519
Ocaña,CO,8.23773,-73.35604,101158
Neiva,CO,2.93001,-75.27973,357392
Montería,CO,8.75081,-75.87823,490935
Montelíbano,CO,7.97917,-75.4202,90450
Mocoa,CO,1.15284,-76.65208,56398
Marinilla,CO,6.17358,-75.33621,57403
Manizales,CO,5.0668,-75.50684,434403
Malambo,CO,10.85953,-74.77386,129148
Maicao,CO,11.37837,-72.2395,166603
Magangué,CO,9.24202,-74.75467,123982
Madrid,CO,4.73245,-74.26419,85090
Los Patios,CO,7.83793,-72.5037,58661
La Dorada,CO,5.44783,-74.66311,81950
Itagüí,CO,6.18461,-75.59913,281853
Ipiales,CO,0.82501,-77.63966,77729
Ibagué,CO,4.43573,-75.20289,529635
Girón,CO,7.0682,-73.16981,108466
Girardot City,CO,4.30079,-74.80754,107324
Fusagasugá,CO,4.33646,-74.36378,88820
Funza,CO,4.71638,-74.21195,54421
Fundación,CO,10.52066,-74.18504,59175
Floridablanca,CO,7.06222,-73.08644,267591
Florencia,CO,1.61549,-75.60412,168346
Facatativá,CO,4.81367,-74.35453,141762
Espinal,CO,4.14924,-74.88429,56213
Envigado,CO,6.17591,-75.59174,163007
El Banco,CO,9.00114,-73.97581,54522
El Bagre,CO,7.60347,-74.80951,51150
Duitama,CO,5.8245,-73.03408,92040
Dosquebradas,CO,4.83916,-75.66727,206693
Cúcuta,CO,7.90745,-72.5049,777106
Cimitarra,CO,6.31419,-73.94968,50892
Ciénaga,CO,11.00703,-74.24765,88311
Chinú,CO,9.10569,-75.39812,50743
Chinchiná,CO,4.9825,-75.60361,68512
Chigorodó,CO,7.66638,-76.68106,86239
Chía,CO,4.85876,-74.05866,64569
Cereté,CO,8.88479,-75.79052,94935
Caucasia,CO,7.98654,-75.19349,58034
Cartago,CO,4.74639,-75.91167,134972
Cartagena,CO,10.39817,-75.49328,914552
Caldas,CO,6.09106,-75.63569,82234
Calarcá,CO,4.52949,-75.64091,79569
Guadalajara de Buga,CO,3.90089,-76.29783,114316
Buenaventura,CO,3.8801,-77.03116,240387
Buenaventura,CO,3.58333,-77.0,432385
Bucaramanga,CO,7.125,-73.11895,581130
Bello,CO,6.33732,-75.55795,392939
Barrancabermeja,CO,7.06528,-73.85472,191403
Barbosa,CO,6.43809,-75.33136,53943
Baranoa,CO,10.79408,-74.9164,68383
Ayapel,CO,8.31372,-75.13982,56082
Armenia,CO,4.53656,-75.67263,304314
Arjona,CO,10.25444,-75.34389,50405
Arauca,CO,7.08471,-70.75908,85585
Apartadó,CO,7.88299,-76.62587,86438
Aguachica,CO,8.30844,-73.6166,97525
Agustín Codazzi,CO,10.03672,-73.23558,51478
San José del Guaviare,CO,2.56799,-72.63972,52815
Orito,CO,0.66749,-76.87297,57774
San José,CR,9.93388,-84.08489,335007
San Francisco,CR,9.9938,-84.12742,55923
Limón,CR,9.99074,-83.03596,63081
Vedado del Cotorro,CU,23.05,-82.25,74650
Vedado,CU,23.13767,-82.39339,108369
Trinidad,CU,21.80224,-79.98467,60206
Santiago de Cuba,CU,20.02287,-75.82171,555865
Santa Clara,CU,22.40711,-79.96581,250512
San Miguel del Padrón,CU,23.09544,-82.32669,159273
San Luis,CU,20.18809,-75.85031,67293
San José de las Lajas,CU,22.96121,-82.15151,54847
Sancti Spíritus,CU,21.93429,-79.4398,127069
San Cristobal,CU,22.71658,-83.05647,59579
Sagua la Grande,CU,22.80667,-80.07556,62073
Puerto Padre,CU,21.19517,-76.60358,76838
Placetas,CU,22.31184,-79.6544,55408
Pinar del Río,CU,22.41649,-83.69657,186990
Palma Soriano,CU,20.2113,-75.99362,102826
Nuevitas,CU,21.54585,-77.26504,54022
Morón,CU,22.10774,-78.62667,66060
Moa,CU,20.65776,-74.95075,92852
Matanzas,CU,23.04388,-81.58284,146733
Marianao,CU,23.07385,-82.4189,134057
Manzanillo,CU,20.34173,-77.12126,128188
Mantilla,CU,23.06794,-82.34143,206918
Las Tunas,CU,20.96135,-76.95192,203684
Jesús Menéndez,CU,21.16139,-76.47919,51002
Jagüey Grande,CU,22.52694,-81.12861,54363
Holguín,CU,20.88722,-76.26306,319102
Güira de Melena,CU,22.79613,-82.50667,69879
Güines,CU,22.83727,-82.02641,68935
Guantánamo,CU,20.14444,-75.20917,272801
Guanabacoa,CU,23.12518,-82.30067,112964
Fontanar,CU,23.02389,-82.408,178601
Florida,CU,21.52536,-78.22579,63007
Corralillo,CU,22.98212,-80.58556,51881
Contramaestre,CU,20.29879,-76.24511,70438
Consolación del Sur,CU,22.50419,-83.51442,69857
Colón,CU,22.72064,-80.90492,63882
Cienfuegos,CU,22.14681,-80.4481,186644
Ciego de Ávila,CU,21.8422,-78.76034,142027
Cerro,CU,23.10809,-82.3866,132351
Cárdenas,CU,23.03661,-81.20596,98515
Camagüey,CU,21.38083,-77.91694,347562
Bayamo,CU,20.37368,-76.64272,192632
Bartolomé Masó,CU,20.16635,-76.94291,53024
Banes,CU,20.96116,-75.722,53104
Balcón de la Lisa,CU,23.05346,-82.4476,147415
Artemisa,CU,22.81366,-82.75814,68073
Arroyo Naranjo,CU,23.03811,-82.37703,210053
Almendares,CU,23.11012,-82.42322,240000
Alamar,CU,23.15794,-82.27837,100000
Ciudad Camilo Cienfuegos,CU,23.16076,-82.32798,178041
Centro Habana,CU,23.13833,-82.36417,158151
La Habana Vieja,CU,23.13028,-82.35306,95383
Boyeros,CU,23.0072,-82.4017,188593
Diez de Octubre,CU,23.0881,-82.3597,227293
Plaza de la Revolución,CU,23.11936,-82.39197,139135
Praia,CV,14.93152,-23.51254,137868
Mindelo,CV,16.89014,-24.98042,69013
Willemstad,CW,12.12246,-68.88641,125000
Stróvolos,CY,35.14867,33.33384,67904
Nicosia,CY,35.17284,33.35397,200452
Limassol,CY,34.68406,33.03794,154000
Larnaca,CY,34.9221,33.62794,72000
Zlín,CZ,49.22645,17.67065,72973
Žižkov,CZ,50.08333,14.45,58267
Ústí nad Labem,CZ,50.6607,14.03227,90378
Teplice,CZ,50.6404,13.82451,51223
Stodůlky,CZ,50.05,14.31667,60758
Pilsen,CZ,49.74747,13.37759,168733
Pardubice,CZ,50.04075,15.77659,88520
Ostrava,CZ,49.83465,18.28204,279791
Opava,CZ,49.93866,17.90257,60252
Olomouc,CZ,49.59552,17.25175,99496
Most,CZ,50.50301,13.63617,67905
Liberec,CZ,50.76711,15.05619,102951
Kladno,CZ,50.14734,14.10285,66903
Karviná,CZ,49.854,18.54169,63677
Jihlava,CZ,49.3961,15.59124,50108
Hradec Králové,CZ,50.20923,15.83277,90596
Havířov,CZ,49.77984,18.43688,82768
Frýdek-Místek,CZ,49.68333,18.35,59416
Děčín,CZ,50.78215,14.21478,52058
Chomutov,CZ,50.46048,13.41779,50251
Chodov,CZ,50.03669,14.50444,50043
České Budějovice,CZ,48.97447,14.47434,93426
Brno,CZ,49.19522,16.60796,379466
Zwickau,DE,50.72724,12.48839,98796
Zehlendorf,DE,52.43333,13.25,54328
Würzburg,DE,49.79391,9.95121,133731
Wuppertal,DE,51.25627,7.14816,360797
Worms,DE,49.63278,8.35916,81099
Wolfsburg,DE,52.42452,10.7815,123064
Wolfenbüttel,DE,52.16442,10.54095,54740
Witten,DE,51.44362,7.35258,101247
Winterhude,DE,53.59628,10.01785,56382
Wilmersdorf,DE,52.48333,13.31667,101877
Willich,DE,51.26371,6.54734,51843
Wilhelmshaven,DE,53.52998,8.11253,84393
Wilhelmsburg,DE,53.49973,10.01281,53064
Wiesbaden,DE,50.08258,8.24932,278609
Wetzlar,DE,50.56109,8.50495,52656
Wesel,DE,51.6669,6.62037,61685
Weimar,DE,50.9803,11.32903,64727
Wedding,DE,52.54734,13.35594,85275
Waiblingen,DE,48.83241,9.31641,52945
Villingen-Schwenningen,DE,48.06226,8.49358,81770
Viersen,DE,51.25435,6.39441,76153
Velbert,DE,51.33537,7.04348,87669
Unna,DE,51.53795,7.68969,66734
Ulm,DE,48.39841,9.99155,120451
Tübingen,DE,48.52266,9.05222,83416
Troisdorf,DE,50.80901,7.14968,74749
Trier,DE,49.75565,6.63935,100129
Tempelhof,DE,52.46667,13.4,61769
Stuttgart,DE,48.78232,9.17702,630305
Stralsund,DE,54.30911,13.0818,58976
Stolberg,DE,50.77368,6.22595,56377
Steglitz,DE,52.45606,13.332,72464
Speyer,DE,49.32083,8.43111,50343
Solingen,DE,51.17343,7.0845,164359
Sindelfingen,DE,48.7,9.01667,61311
Siegen,DE,50.87481,8.02431,107242
Schwerte,DE,51.44387,7.5675,50399
Schwerin,DE,53.62937,11.41316,96641
Schweinfurt,DE,50.04937,10.22175,54012
Schwäbisch Gmünd,DE,48.79947,9.79809,61216
Schöneberg,DE,52.49801,13.3443,122658
Sankt Augustin,DE,50.77538,7.197,56094
Salzgitter,DE,52.15705,10.4154,103866
Saarbrücken,DE,49.23262,7.00982,179349
Rüsselsheim am Main,DE,49.98955,8.42251,59730
Rostock,DE,54.0887,12.14049,198293
Rosenheim,DE,47.85637,12.12247,60167
Rheinhausen,DE,51.40055,6.71187,78203
Rheine,DE,52.28509,7.44055,76491
Reutlingen,DE,48.49144,9.20427,112627
Remscheid,DE,51.17983,7.1925,117118
Reinickendorf,DE,52.56395,13.33552,83972
